Périmètre;Nature;Date;Heure;Date - Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW);Stockage batterie (MW);Déstockage batterie (MW);Eolien terrestre (MW);Eolien offshore (MW)
France;Données temps réel;2022-09-12;08:00;2022-09-12T08:00:00+02:00;44456;45000;44500;138;13;4824;26970;2894;399;4026;-13;1080;4125;68;2060;2450;-2105;783;844;2;23;113;0;582;4243;0;2176;919;931;154;645;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;08:15;2022-09-12T08:15:00+02:00;45063;45500;45050;137;13;4672;26933;2876;745;4345;-14;1071;4285;65;;;;;;1;23;113;0;577;4096;0;2208;935;1202;143;650;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;08:30;2022-09-12T08:30:00+02:00;45619;46000;45600;138;12;4659;26942;2763;1196;4640;-3;1075;4197;64;2060;2450;-2105;883;897;2;23;113;0;577;4083;0;2199;893;1548;148;649;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;08:45;2022-09-12T08:45:00+02:00;45749;46500;45900;138;13;4497;26999;2655;1726;4638;-3;1081;4005;62;;;;;;2;23;113;0;582;3916;0;2234;984;1420;150;650;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;10:30;2022-09-12T10:30:00+02:00;48175;48700;48200;138;13;4651;26949;1412;6271;3531;-23;1050;4183;60;2559;2450;-2196;773;1000;2;23;113;0;566;4086;0;2012;694;825;151;619;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;13:30;2022-09-12T13:30:00+02:00;49927;50300;50100;136;12;4455;26481;1535;8971;2446;-616;1048;5459;57;2826;1950;-2404;-746;4441;0;23;113;0;557;3900;0;1989;190;267;148;617;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;19:45;2022-09-12T19:45:00+02:00;48753;48450;48350;137;13;4349;26705;1808;344;7079;-3;1089;7232;61;;;;;;1;23;113;137;553;3659;0;2679;1803;2597;161;647;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;21:30;2022-09-12T21:30:00+02:00;45257;45100;45100;137;13;4113;26169;2615;0;4653;-3;1088;6472;62;2614;2000;-1269;1010;2302;1;23;113;0;559;3555;0;2307;1046;1300;165;647;281;ND;ND;ND;ND
France;Données temps réel;2022-09-12;22:00;2022-09-12T22:00:00+02:00;44026;43500;43500;137;13;3760;26023;2716;0;3797;-57;1091;6546;60;2779;2000;-1793;433;2882;1;23;113;0;554;3208;0;2189;774;834;165;647;281;ND;ND;ND;ND
France;Données temps réel;2022-09-13;00:00;2022-09-13T00:00:00+02:00;42982;43100;43200;138;13;3898;25859;2678;0;2856;-70;1093;6517;64;2608;2600;-2657;-1955;5092;2;23;113;0;557;3342;0;2011;669;176;162;648;281;ND;ND;ND;ND
France;Données temps réel;2022-09-13;00:15;2022-09-13T00:15:00+02:00;42652;42250;42250;138;34;4216;26187;2620;0;2997;-3;1089;5374;66;;;;;;2;23;113;0;538;3680;0;2036;716;245;163;645;281;ND;ND;ND;ND
France;Données temps réel;2022-09-13;02:15;2022-09-13T02:15:00+02:00;38550;38750;38400;138;35;3803;25646;3197;0;2221;-2387;1094;4803;68;;;;;;2;23;113;0;534;3271;0;2060;158;3;164;650;281;ND;ND;ND;ND
France;Données temps réel;2022-09-13;02:30;2022-09-13T02:30:00+02:00;37552;38000;37700;138;35;3520;25358;3045;0;2209;-2423;1091;4579;66;3028;2800;-2679;-2646;4049;2;23;113;0;538;2983;0;2069;132;8;167;646;281;ND;ND;ND;ND
France;Données temps réel;2022-09-13;03:30;2022-09-13T03:30:00+02:00;36133;36400;36300;138;34;3646;25570;2513;0;2087;-2646;1090;3701;69;2977;2800;-3026;-2912;3451;2;23;113;0;535;3112;0;1940;144;3;163;646;281;ND;ND;ND;ND
France;Données temps réel;2022-09-28;19:15;2022-09-28T19:15:00+02:00;50874;50750;50950;127;39;5268;28325;3126;362;7977;0;990;4660;63;;;;;;1;13;113;143;665;4460;0;4039;1618;2320;118;591;281;ND;ND;ND;ND
France;Données temps réel;2022-09-28;21:00;2022-09-28T21:00:00+02:00;48216;48400;48600;127;37;5095;28228;2930;218;6510;0;989;4082;64;1537;2100;-409;-236;1083;1;13;113;136;667;4292;0;3647;985;1878;120;588;281;ND;ND;ND;ND
France;Données temps réel;2022-09-28;23:15;2022-09-28T23:15:00+02:00;46083;46600;46700;128;34;5135;28038;2666;0;4371;-397;989;5119;69;;;;;;2;13;113;139;668;4328;0;3344;464;563;118;590;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;00:15;2022-09-29T00:15:00+02:00;44245;44200;44000;128;34;5176;27548;2472;0;4310;-346;996;3927;70;;;;;;2;13;113;142;667;4367;0;3376;525;409;124;591;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;00:30;2022-09-29T00:30:00+02:00;42745;43200;42900;127;34;5100;27014;2503;0;3964;-555;985;3573;71;2028;2600;-376;-869;986;1;13;113;137;670;4293;0;3378;492;94;121;591;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;01:45;2022-09-29T01:45:00+02:00;40802;41900;41500;128;33;4416;26755;2400;0;3933;-1980;996;4121;68;;;;;;2;13;113;133;666;3617;0;3543;315;75;122;593;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;02:15;2022-09-29T02:15:00+02:00;40483;40900;40600;128;33;4763;26706;2319;0;4106;-1981;991;3418;72;;;;;;2;13;113;142;666;3955;0;3578;416;112;120;593;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;03:00;2022-09-29T03:00:00+02:00;38178;38800;38600;128;33;4556;26413;2190;0;4007;-2501;995;2357;72;2026;2673;-1329;-1327;-500;2;13;113;138;669;3749;0;3569;352;86;125;585;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;05:00;2022-09-29T05:00:00+02:00;37352;38000;37400;125;31;4656;26652;1849;0;3908;-2561;996;1696;73;2028;2600;-1109;-1328;-179;0;13;113;147;670;3839;0;3555;351;2;125;593;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;06:45;2022-09-29T06:45:00+02:00;44399;45950;44900;128;33;4726;27884;1693;0;4087;0;987;4861;67;;;;;;2;13;113;145;669;3912;0;3500;586;1;121;580;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;07:30;2022-09-29T07:30:00+02:00;48487;49700;48500;127;33;4985;27840;1677;228;5892;0;986;6719;66;2028;2200;-260;930;1847;1;13;113;147;672;4166;0;3446;735;1711;122;585;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;08:00;2022-09-29T08:00:00+02:00;49158;50200;49200;128;33;4997;26846;1629;248;7376;0;992;6909;66;2027;2200;-2686;1030;4607;2;13;113;147;677;4173;0;3509;1356;2511;123;591;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;09:30;2022-09-29T09:30:00+02:00;51284;51800;51300;127;29;5129;26487;1445;1776;7809;0;973;7509;64;2027;2200;-1158;1200;3222;1;13;113;137;755;4237;0;3713;1650;2446;125;568;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;12:45;2022-09-29T12:45:00+02:00;52555;53050;52200;287;33;4811;26395;1214;5753;5571;0;966;7525;62;;;;;;161;13;113;148;674;3989;0;3614;694;1263;124;561;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;15:30;2022-09-29T15:30:00+02:00;47835;49200;47800;128;35;4779;24968;1253;5021;6187;-251;879;4836;61;2028;2200;-2466;1196;2211;2;13;113;137;680;3962;0;3912;804;1471;124;474;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;15:45;2022-09-29T15:45:00+02:00;47462;48900;47400;128;37;4844;24941;1258;4615;6207;-423;891;4964;63;;;;;;2;13;113;140;671;4033;0;3948;771;1488;128;482;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;16:15;2022-09-29T16:15:00+02:00;47098;48150;46750;128;37;4863;24881;1385;4429;5932;-422;892;4973;63;;;;;;2;13;113;141;665;4057;0;3895;943;1094;132;481;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;16:30;2022-09-29T16:30:00+02:00;46520;47700;46500;128;37;4855;24873;1407;4072;5836;-422;893;4841;64;2028;2200;-2360;1200;2031;2;13;113;139;666;4050;0;3847;942;1047;131;480;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;17:00;2022-09-29T17:00:00+02:00;46349;47000;46300;127;37;4848;24822;1382;3443;5693;-78;889;5186;65;2028;2441;-2053;1200;1938;1;13;113;133;666;4049;0;3735;965;993;135;480;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;23:30;2022-09-29T23:30:00+02:00;45516;47900;47530;128;34;4485;26659;1465;0;4631;-495;895;7714;66;2027;2682;-377;786;2988;2;13;113;137;686;3662;0;3742;301;588;136;478;281;ND;ND;ND;ND
France;Données temps réel;2022-09-29;23:45;2022-09-29T23:45:00+02:00;45649;46900;46465;128;34;4558;26653;1458;0;4588;-429;896;7763;66;;;;;;2;13;113;137;681;3740;0;3740;226;622;137;478;281;ND;ND;ND;ND
France;Données temps réel;2022-09-30;00:00;2022-09-30T00:00:00+02:00;44895;45900;45100;128;34;4609;26640;1426;0;4896;-426;900;6688;67;2028;2600;-977;-1121;2545;2;13;113;141;685;3783;0;3765;633;498;136;483;281;ND;ND;ND;ND
France;Données temps réel;2022-09-30;01:15;2022-09-30T01:15:00+02:00;41232;41950;41200;128;15;4810;26600;1363;0;4785;-834;747;3618;67;;;;;;2;13;113;0;686;4126;0;3904;413;468;137;330;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;02:15;2022-09-30T02:15:00+02:00;40922;41300;40800;128;16;4879;26667;1440;0;4271;-833;757;3597;69;;;;;;2;13;113;0;692;4188;0;3976;167;128;151;326;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;05:45;2022-09-30T05:45:00+02:00;40278;41300;40650;128;17;5192;26335;1404;0;4659;-201;728;2016;70;;;;;;2;13;113;129;694;4369;0;4052;462;145;120;325;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;07:00;2022-09-30T07:00:00+02:00;47564;48500;47500;127;19;5107;26204;1459;225;8460;0;718;5245;63;2028;2500;-881;1200;2689;1;13;113;144;690;4273;0;4075;1830;2555;120;327;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;10:00;2022-09-30T10:00:00+02:00;51925;53100;51900;484;18;5414;26396;1656;3381;6757;0;698;7121;68;2028;2728;-2336;1200;3849;358;13;113;277;691;4446;0;3949;1297;1511;101;317;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;11:45;2022-09-30T11:45:00+02:00;51927;52600;52000;127;22;5097;26310;1620;6968;5518;-48;693;5620;57;;;;;;1;13;113;168;678;4251;0;3688;910;920;100;315;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;17:30;2022-09-30T17:30:00+02:00;45045;44900;45100;128;21;4582;26419;5900;3789;4631;-636;724;-513;54;2027;1900;-3115;-3300;1712;2;13;113;139;668;3775;0;3959;671;1;102;344;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;17:45;2022-09-30T17:45:00+02:00;45688;45200;45350;128;21;4868;26705;5909;3239;4994;-180;730;-726;55;;;;;;2;13;113;147;665;4056;0;3996;820;178;103;341;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;19:00;2022-09-30T19:00:00+02:00;48025;47900;47700;128;19;4764;26836;5867;559;7156;0;721;1975;55;2028;2543;-2541;-1954;2418;2;13;113;147;668;3949;0;4162;1261;1733;100;343;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;19:45;2022-09-30T19:45:00+02:00;49661;49650;49300;127;20;4829;26696;6836;258;7474;0;710;2711;54;;;;;;1;13;113;140;677;4012;0;4183;1507;1784;99;334;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;20:45;2022-09-30T20:45:00+02:00;47423;48150;47900;127;19;4233;26329;8222;215;5064;0;726;2488;51;;;;;;1;13;113;125;680;3428;0;3926;769;369;110;337;280;ND;ND;ND;ND
France;Données temps réel;2022-09-30;22:00;2022-09-30T22:00:00+02:00;44064;44000;44000;127;20;3494;26127;10131;0;4233;-1571;732;771;46;900;2406;-2933;-3450;3140;1;13;113;127;676;2691;0;3666;567;0;109;343;280;ND;ND;ND;ND
France;Données temps réel;2022-10-01;02:00;2022-10-01T02:00:00+02:00;39775;39100;40300;159;27;1757;25895;12736;0;3870;-2683;737;-2723;30;1926;-2150;-3394;-3200;3726;2;13;144;0;568;1190;0;3462;408;0;122;337;280;ND;ND;ND;ND
France;Données temps réel;2022-10-01;03:00;2022-10-01T03:00:00+02:00;37505;36500;37700;159;28;1110;24940;13257;0;3880;-2738;746;-3877;24;1886;-2100;-3580;-3200;2590;2;13;144;0;531;581;0;3588;292;0;126;339;280;ND;ND;ND;ND
